Sample “output.txt”: 
Simulating Round-Robin Process Scheduling:

[Time 1.00]	[Process 1]	[Started]	[Remaining 5.00]		 START 
[Time 1.00]	[Process 1]	[Resumed]	[Remaining 5.00]
[Time 2.63]	[Process 3]	[Paused]	[Remaining 0.17]	
[Time 2.63]	[Process 3]	[Resumed]	[Remaining 0.17]
[Time 2.65]	[Process 3]	[Paused]	[Remaining 0.15]	
[Time 2.65]	[Process 3]	[Resumed]	[Remaining 0.15]
[Time 2.66]	[Process 3]	[Paused]	[Remaining 0.14]	
[Time 2.66]	[Process 3]	[Resumed]	[Remaining 0.14]
[Time 2.68]	[Process 3]	[Paused]	[Remaining 0.12]	
[Time 2.68]	[Process 3]	[Resumed]	[Remaining 0.12]
[Time 2.69]	[Process 3]	[Paused]	[Remaining 0.11]	
[Time 2.69]	[Process 3]	[Resumed]	[Remaining 0.11]
[Time 2.70]	[Process 3]	[Paused]	[Remaining 0.10]	
[Time 2.70]	[Process 3]	[Resumed]	[Remaining 0.10]
[Time 2.80]	[Process 3]	[Paused]	[Remaining 0.00]	
[Time 2.80]	[Process 3]	[Finished]	[Remaining 0.00]		 END 
[Time 2.80]	[Process 1]	[Resumed]	[Remaining 4.50]
[Time 3.25]	[Process 1]	[Paused]	[Remaining 4.05]	
[Time 3.25]	[Process 2]	[Resumed]	[Remaining 2.70]
[Time 3.52]	[Process 2]	[Paused]	[Remaining 2.43]	
[Time 3.52]	[Process 1]	[Resumed]	[Remaining 4.05]
[Time 3.93]	[Process 1]	[Paused]	[Remaining 3.64]	
[Time 3.93]	[Process 2]	[Resumed]	[Remaining 2.43]
[Time 4.17]	[Process 2]	[Paused]	[Remaining 2.19]	
[Time 4.17]	[Process 2]	[Resumed]	[Remaining 2.19]
[Time 4.39]	[Process 2]	[Paused]	[Remaining 1.97]	
[Time 4.39]	[Process 1]	[Resumed]	[Remaining 3.64]
[Time 4.75]	[Process 1]	[Paused]	[Remaining 3.28]	
[Time 4.75]	[Process 2]	[Resumed]	[Remaining 1.97]
[Time 4.95]	[Process 2]	[Paused]	[Remaining 1.77]	
[Time 4.95]	[Process 2]	[Resumed]	[Remaining 1.77]
[Time 5.13]	[Process 2]	[Paused]	[Remaining 1.59]	
[Time 5.13]	[Process 2]	[Resumed]	[Remaining 1.59]
[Time 5.28]	[Process 2]	[Paused]	[Remaining 1.43]	
[Time 5.28]	[Process 2]	[Resumed]	[Remaining 1.43]
[Time 5.43]	[Process 2]	[Paused]	[Remaining 1.29]	
[Time 5.43]	[Process 1]	[Resumed]	[Remaining 3.28]
[Time 5.76]	[Process 1]	[Paused]	[Remaining 2.95]	
[Time 5.76]	[Process 2]	[Resumed]	[Remaining 1.29]
[Time 5.89]	[Process 2]	[Paused]	[Remaining 1.16]	
[Time 5.89]	[Process 2]	[Resumed]	[Remaining 1.16]
[Time 6.00]	[Process 2]	[Paused]	[Remaining 1.05]	
[Time 6.00]	[Process 2]	[Resumed]	[Remaining 1.05]
[Time 6.11]	[Process 2]	[Paused]	[Remaining 0.94]	
[Time 6.11]	[Process 2]	[Resumed]	[Remaining 0.94]
[Time 6.20]	[Process 2]	[Paused]	[Remaining 0.85]	
[Time 6.20]	[Process 2]	[Resumed]	[Remaining 0.85]
[Time 6.28]	[Process 2]	[Paused]	[Remaining 0.76]	
[Time 6.28]	[Process 2]	[Resumed]	[Remaining 0.76]
[Time 6.36]	[Process 2]	[Paused]	[Remaining 0.69]	
[Time 6.36]	[Process 2]	[Resumed]	[Remaining 0.69]
[Time 6.43]	[Process 2]	[Paused]	[Remaining 0.62]	
[Time 6.43]	[Process 2]	[Resumed]	[Remaining 0.62]
[Time 6.49]	[Process 2]	[Paused]	[Remaining 0.56]	
[Time 6.49]	[Process 2]	[Resumed]	[Remaining 0.56]
[Time 6.55]	[Process 2]	[Paused]	[Remaining 0.50]	
[Time 6.55]	[Process 2]	[Resumed]	[Remaining 0.50]
[Time 6.60]	[Process 2]	[Paused]	[Remaining 0.45]	
[Time 6.60]	[Process 2]	[Resumed]	[Remaining 0.45]
[Time 6.64]	[Process 2]	[Paused]	[Remaining 0.41]	
[Time 6.64]	[Process 2]	[Resumed]	[Remaining 0.41]
[Time 6.68]	[Process 2]	[Paused]	[Remaining 0.36]	
[Time 6.68]	[Process 2]	[Resumed]	[Remaining 0.36]
[Time 6.72]	[Process 2]	[Paused]	[Remaining 0.33]	
[Time 6.72]	[Process 2]	[Resumed]	[Remaining 0.33]
[Time 6.75]	[Process 2]	[Paused]	[Remaining 0.30]	
[Time 6.75]	[Process 2]	[Resumed]	[Remaining 0.30]
[Time 6.78]	[Process 2]	[Paused]	[Remaining 0.27]	
[Time 6.78]	[Process 2]	[Resumed]	[Remaining 0.27]
[Time 6.81]	[Process 2]	[Paused]	[Remaining 0.24]	
[Time 6.81]	[Process 2]	[Resumed]	[Remaining 0.24]
[Time 6.83]	[Process 2]	[Paused]	[Remaining 0.22]	
[Time 6.83]	[Process 2]	[Resumed]	[Remaining 0.22]
[Time 6.85]	[Process 2]	[Paused]	[Remaining 0.19]	
[Time 6.85]	[Process 2]	[Resumed]	[Remaining 0.19]
[Time 6.87]	[Process 2]	[Paused]	[Remaining 0.17]	
[Time 6.87]	[Process 2]	[Resumed]	[Remaining 0.17]
[Time 6.89]	[Process 2]	[Paused]	[Remaining 0.16]	
[Time 6.89]	[Process 2]	[Resumed]	[Remaining 0.16]
[Time 6.91]	[Process 2]	[Paused]	[Remaining 0.14]	
[Time 6.91]	[Process 2]	[Resumed]	[Remaining 0.14]
[Time 6.92]	[Process 2]	[Paused]	[Remaining 0.13]	
[Time 6.92]	[Process 2]	[Resumed]	[Remaining 0.13]
[Time 6.93]	[Process 2]	[Paused]	[Remaining 0.11]	
[Time 6.93]	[Process 2]	[Resumed]	[Remaining 0.11]
[Time 6.94]	[Process 2]	[Paused]	[Remaining 0.10]	
[Time 6.94]	[Process 2]	[Resumed]	[Remaining 0.10]
[Time 6.95]	[Process 2]	[Paused]	[Remaining 0.09]	
[Time 6.95]	[Process 2]	[Resumed]	[Remaining 0.09]
[Time 7.05]	[Process 2]	[Paused]	[Remaining 0.00]	
[Time 7.05]	[Process 2]	[Finished]	[Remaining 0.00]		 END 
[Time 7.05]	[Process 1]	[Resumed]	[Remaining 2.95]
[Time 7.34]	[Process 1]	[Paused]	[Remaining 2.66]	
[Time 7.34]	[Process 1]	[Resumed]	[Remaining 2.66]
[Time 7.61]	[Process 1]	[Paused]	[Remaining 2.39]	
[Time 7.61]	[Process 1]	[Resumed]	[Remaining 2.39]
[Time 7.85]	[Process 1]	[Paused]	[Remaining 2.15]	
[Time 7.85]	[Process 1]	[Resumed]	[Remaining 2.15]
[Time 8.06]	[Process 1]	[Paused]	[Remaining 1.94]	
[Time 8.06]	[Process 1]	[Resumed]	[Remaining 1.94]
[Time 8.26]	[Process 1]	[Paused]	[Remaining 1.74]	
[Time 8.26]	[Process 1]	[Resumed]	[Remaining 1.74]
[Time 8.43]	[Process 1]	[Paused]	[Remaining 1.57]	
[Time 8.43]	[Process 1]	[Resumed]	[Remaining 1.57]
[Time 8.59]	[Process 1]	[Paused]	[Remaining 1.41]	
[Time 8.59]	[Process 1]	[Resumed]	[Remaining 1.41]
[Time 8.73]	[Process 1]	[Paused]	[Remaining 1.27]	
[Time 8.73]	[Process 1]	[Resumed]	[Remaining 1.27]
[Time 8.86]	[Process 1]	[Paused]	[Remaining 1.14]	
[Time 8.86]	[Process 1]	[Resumed]	[Remaining 1.14]
[Time 8.97]	[Process 1]	[Paused]	[Remaining 1.03]	
[Time 8.97]	[Process 1]	[Resumed]	[Remaining 1.03]
[Time 9.07]	[Process 1]	[Paused]	[Remaining 0.93]	
[Time 9.07]	[Process 1]	[Resumed]	[Remaining 0.93]
[Time 9.17]	[Process 1]	[Paused]	[Remaining 0.83]	
[Time 9.17]	[Process 1]	[Resumed]	[Remaining 0.83]
[Time 9.25]	[Process 1]	[Paused]	[Remaining 0.75]	
[Time 9.25]	[Process 1]	[Resumed]	[Remaining 0.75]
[Time 9.32]	[Process 1]	[Paused]	[Remaining 0.68]	
[Time 9.32]	[Process 1]	[Resumed]	[Remaining 0.68]
[Time 9.39]	[Process 1]	[Paused]	[Remaining 0.61]	
[Time 9.39]	[Process 1]	[Resumed]	[Remaining 0.61]
[Time 9.45]	[Process 1]	[Paused]	[Remaining 0.55]	
[Time 9.45]	[Process 1]	[Resumed]	[Remaining 0.55]
[Time 9.51]	[Process 1]	[Paused]	[Remaining 0.49]	
[Time 9.51]	[Process 1]	[Resumed]	[Remaining 0.49]
[Time 9.56]	[Process 1]	[Paused]	[Remaining 0.44]	
[Time 9.56]	[Process 1]	[Resumed]	[Remaining 0.44]
[Time 9.60]	[Process 1]	[Paused]	[Remaining 0.40]	
[Time 9.60]	[Process 1]	[Resumed]	[Remaining 0.40]
[Time 9.64]	[Process 1]	[Paused]	[Remaining 0.36]	
[Time 9.64]	[Process 1]	[Resumed]	[Remaining 0.36]
[Time 9.68]	[Process 1]	[Paused]	[Remaining 0.32]	
[Time 9.68]	[Process 1]	[Resumed]	[Remaining 0.32]
[Time 9.71]	[Process 1]	[Paused]	[Remaining 0.29]	
[Time 9.71]	[Process 1]	[Resumed]	[Remaining 0.29]
[Time 9.74]	[Process 1]	[Paused]	[Remaining 0.26]	
[Time 9.74]	[Process 1]	[Resumed]	[Remaining 0.26]
[Time 9.76]	[Process 1]	[Paused]	[Remaining 0.24]	
[Time 9.76]	[Process 1]	[Resumed]	[Remaining 0.24]
[Time 9.79]	[Process 1]	[Paused]	[Remaining 0.21]	
[Time 9.79]	[Process 1]	[Resumed]	[Remaining 0.21]
[Time 9.81]	[Process 1]	[Paused]	[Remaining 0.19]	
[Time 9.81]	[Process 1]	[Resumed]	[Remaining 0.19]
[Time 9.83]	[Process 1]	[Paused]	[Remaining 0.17]	
[Time 9.83]	[Process 1]	[Resumed]	[Remaining 0.17]
[Time 9.85]	[Process 1]	[Paused]	[Remaining 0.15]	
[Time 9.85]	[Process 1]	[Resumed]	[Remaining 0.15]
[Time 9.86]	[Process 1]	[Paused]	[Remaining 0.14]	
[Time 9.86]	[Process 1]	[Resumed]	[Remaining 0.14]
[Time 9.87]	[Process 1]	[Paused]	[Remaining 0.13]	
[Time 9.87]	[Process 1]	[Resumed]	[Remaining 0.13]
[Time 9.89]	[Process 1]	[Paused]	[Remaining 0.11]	
[Time 9.89]	[Process 1]	[Resumed]	[Remaining 0.11]
[Time 9.90]	[Process 1]	[Paused]	[Remaining 0.10]	
[Time 9.90]	[Process 1]	[Resumed]	[Remaining 0.10]
[Time 9.91]	[Process 1]	[Paused]	[Remaining 0.09]	
[Time 9.91]	[Process 1]	[Resumed]	[Remaining 0.09]
[Time 10.00]	[Process 1]	[Paused]	[Remaining 0.00]	
[Time 10.00]	[Process 1]	[Finished]	[Remaining 0.00]		 END 
--------------
Waiting times: 
Process 1.0: 4.000000000000001
Process 2.0: 3.04755
Process 3.0: 0.8
